date,entry,exit,weekday,sunrise,weather_code,sunset,daylight_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,temperature_2m_min,temperature_2m_max,temperature_2m_mean,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,wind_speed_10m_max,wind_gusts_10m_max
2025-12-31,306256,306959,Wednesday,1767147013,3.0,1767181154,34156.383,0.0,0.0,0.0,0.0,15.259998,26.42,19.287498,11.919991,19.712599,7.384384,6.454433,9.619101
2025-12-30,306505,309043,Tuesday,1767060602,3.0,1767094710,34121.734,0.0,0.0,0.0,0.0,14.540001,25.61,20.88875,13.829126,19.531256,6.8123817,7.436133,10.5139
2025-12-29,298985,301361,Monday,1766974188,3.0,1767008266,34090.61,0.0,0.0,0.0,0.0,15.799999,25.61,19.325,12.197193,18.389698,8.208355,6.7007394,12.079801
2025-12-28,166325,167910,Sunday,1766887772,3.0,1766921824,34063.04,0.0,0.0,0.0,0.0,14.18,24.98,20.952501,13.6015,17.9857,6.5901375,5.8129725,10.0665
2025-12-27,191726,193291,Saturday,1766801353,3.0,1766835383,34039.03,0.0,0.0,0.0,0.0,17.96,24.08,22.50875,15.455135,17.9775,10.623667,6.4563713,9.8428
2025-12-26,188853,190152,Friday,1766714932,3.0,1766748944,34018.6,0.0,0.0,0.0,0.0,11.119999,27.05,18.098751,10.719412,20.835619,3.2947273,6.2725816,10.290199
2025-12-25,76263,76775,Thursday,1766628510,3.0,1766662505,34001.76,0.0,0.0,0.0,0.0,19.58,25.43,23.243752,16.746443,20.046732,12.6544,5.0580444,7.8295
2025-12-24,182354,183601,Wednesday,1766542085,3.0,1766576069,33988.53,0.0,0.0,0.0,0.0,15.890001,22.37,20.930002,14.791752,16.315052,9.045553,3.7331767,7.6058
2025-12-23,322941,324674,Tuesday,1766455658,71.0,1766489634,33978.91,0.003937008,0.0,0.027559055,1.0,12.200001,29.39,18.72875,11.998245,23.382683,5.124279,6.8237667,9.1717
2025-12-22,330491,331813,Monday,1766369229,73.0,1766403201,33972.914,0.122047216,0.0,0.8543308,16.0,26.24,37.4,30.807499,23.302998,27.977486,20.018425,11.248573,18.119701
2025-12-21,193282,194811,Sunday,1766282799,3.0,1766316770,33970.543,0.0,0.0,0.0,0.0,23.720001,33.17,29.03,21.725643,26.13775,15.158176,7.9232125,10.9613
2025-12-20,272567,274315,Saturday,1766196367,3.0,1766230340,33971.81,0.0,0.0,0.0,0.0,15.799999,32.72,24.563751,17.413261,25.326078,8.222944,4.431858,9.395399
2025-12-19,399566,400322,Friday,1766109933,3.0,1766143913,33976.707,0.0,0.0,0.0,0.0,16.79,37.4,27.035,18.879597,28.98015,8.722309,7.969656,11.4087
2025-12-18,496755,498017,Thursday,1766023498,3.0,1766057488,33985.242,0.0,0.0,0.0,0.0,21.74,41.809998,30.32375,22.47492,35.19025,14.188152,9.136851,12.5272
2025-12-17,503976,504328,Wednesday,1765937062,3.0,1765971065,33997.414,0.0,0.0,0.0,0.0,20.029999,37.04,27.7025,20.33894,29.330982,12.188011,6.2725816,8.7243
2025-12-16,508753,510230,Tuesday,1765850624,3.0,1765884645,34013.223,0.0,0.0,0.0,0.0,17.15,36.32,26.314999,19.195648,29.30266,9.936031,3.9291043,8.2769
2025-12-15,408472,409787,Monday,1765764185,3.0,1765798227,34032.656,0.0,0.0,0.0,0.0,18.05,37.4,26.78375,19.402857,29.70496,10.3711815,6.65296,8.948
2025-12-14,180071,181424,Sunday,1765677745,3.0,1765711812,34055.72,0.0,0.0,0.0,0.0,15.440001,33.71,24.5075,16.515347,25.5512,6.8629456,6.903057,9.395399
2025-12-13,320168,321630,Saturday,1765591304,3.0,1765625399,34082.4,0.0,0.0,0.0,0.0,14.27,33.71,24.3575,16.440779,25.700583,5.6508675,6.260603,10.290199
2025-12-12,469220,472454,Friday,1765504862,3.0,1765538989,34112.715,0.0,0.0,0.0,0.0,16.79,33.89,25.193748,17.073437,24.60953,8.101892,6.0904355,11.4087
2025-12-11,535609,538424,Thursday,1765418417,3.0,1765452580,34147.06,0.0,0.0,0.0,0.0,19.67,45.32,31.205,20.465244,32.32415,10.709869,17.675486,26.844
2025-12-10,529655,532161,Wednesday,1765331971,51.0,1765366174,34185.477,0.007874016,0.007874016,0.0,2.0,30.11,41.18,34.4675,26.271465,33.661087,19.968914,15.748623,23.2648
2025-12-09,517313,519750,Tuesday,1765245523,3.0,1765279770,34227.867,0.0,0.0,0.0,0.0,21.29,50.45,34.415,26.030838,42.9258,14.124355,11.368054,17.4486
2025-12-08,449198,450716,Monday,1765159073,3.0,1765193367,34274.094,0.0,0.0,0.0,0.0,22.19,39.29,29.48375,21.673445,30.826094,13.518095,7.382947,11.184999
2025-12-07,213120,214621,Sunday,1765072621,3.0,1765106967,34324.047,0.0,0.0,0.0,0.0,14.719999,38.57,26.95625,19.662022,32.069477,6.6768284,5.252188,8.5006
2025-12-06,302992,304624,Saturday,1764986168,3.0,1765020569,34377.605,0.0,0.0,0.0,0.0,16.880001,42.260002,28.9925,21.18944,34.329243,9.5047035,7.56374,10.290199
2025-12-05,420232,421879,Friday,1764899713,3.0,1764934173,34434.65,0.0,0.0,0.0,0.0,22.64,37.94,29.77625,22.672064,30.903986,15.793129,4.8856816,6.711
2025-12-04,536641,538157,Thursday,1764813257,3.0,1764847779,34495.06,0.0,0.0,0.0,0.0,15.709999,39.47,27.07625,19.722363,32.15456,8.374496,5.9069085,8.5006
2025-12-03,531139,532052,Wednesday,1764726800,3.0,1764761387,34558.715,0.0,0.0,0.0,0.0,13.459999,39.56,26.555,18.890972,32.25244,5.8598423,7.2762704,9.1717
2025-12-02,476916,475316,Tuesday,1764640342,3.0,1764674996,34625.49,0.0,0.0,0.0,0.0,15.259998,38.21,26.57,19.3101,31.23127,8.546215,4.7690616,7.3820996
2025-12-01,443405,445343,Monday,1764553883,3.0,1764588608,34695.273,0.0,0.0,0.0,0.0,22.19,42.53,30.81875,23.220928,35.70714,13.540026,6.8921747,9.1717
2025-11-30,172708,173876,Sunday,1764467423,0.0,1764502223,34767.94,0.0,0.0,0.0,0.0,14.27,42.620003,28.7825,21.534893,35.98947,7.1860867,6.6000977,7.8295
2025-11-29,214091,215982,Saturday,1764380963,1.0,1764415839,34843.375,0.0,0.0,0.0,0.0,16.52,47.03,30.7325,22.91414,38.776394,8.605398,7.659071,10.7376
2025-11-28,249619,250027,Friday,1764294502,0.0,1764329457,34921.457,0.0,0.0,0.0,0.0,19.4,46.940002,31.66625,24.129606,39.346073,12.339834,7.3736215,9.395399
2025-11-27,101419,101813,Thursday,1764208040,0.0,1764243077,35002.07,0.0,0.0,0.0,0.0,18.77,49.64,33.545,25.930891,42.009014,11.047134,7.321691,9.619101
2025-11-26,350172,351410,Wednesday,1764121578,0.0,1764156699,35085.09,0.0,0.0,0.0,0.0,21.11,48.65,34.6775,27.663073,41.557022,13.980005,6.4882646,8.2769
2025-11-25,431844,432467,Tuesday,1764035117,0.0,1764070324,35170.41,0.0,0.0,0.0,0.0,22.91,51.26,36.3725,28.31889,44.26039,14.926676,11.158684,15.8827
2025-11-24,435863,437394,Monday,1763948655,0.0,1763983950,35257.914,0.0,0.0,0.0,0.0,20.93,47.48,34.13375,26.907398,40.64735,13.528381,6.2675934,8.948
2025-11-23,202141,202844,Sunday,1763862193,0.0,1763897579,35347.492,0.0,0.0,0.0,0.0,21.29,47.48,34.1525,26.970793,40.57688,13.821079,5.420976,8.0532
2025-11-22,287390,288178,Saturday,1763775731,0.0,1763811210,35439.086,0.0,0.0,0.0,0.0,21.2,46.49,34.07,26.840391,39.355255,14.805132,5.713115,6.9346995
2025-11-21,454391,456256,Friday,1763689268,0.0,1763724843,35533.684,0.0,0.0,0.0,0.0,20.93,45.77,34.0025,26.543114,38.219944,12.80669,5.7032533,7.1584
2025-11-20,527430,528025,Thursday,1763602804,3.0,1763638478,35631.496,0.0,0.0,0.0,0.0,21.74,44.239998,34.505,27.245083,37.06208,14.01359,5.1645155,7.1584
2025-11-19,545749,546341,Wednesday,1763516340,3.0,1763552116,35732.355,0.0,0.0,0.0,0.0,27.32,42.53,34.05125,27.043287,34.574635,21.046364,5.7730203,8.948
2025-11-18,525498,525670,Tuesday,1763429875,0.0,1763465756,35836.086,0.0,0.0,0.0,0.0,21.65,43.07,32.6525,25.53185,35.86335,15.271343,5.4669366,9.395399
2025-11-17,474831,475834,Monday,1763343409,3.0,1763379397,35942.523,0.0,0.0,0.0,0.0,24.17,45.32,35.0225,27.194466,35.841454,17.082699,8.6385565,14.9879
2025-11-16,200244,201497,Sunday,1763256943,3.0,1763293041,36051.496,0.0,0.0,0.0,0.0,28.94,48.2,38.40125,30.61497,40.80791,21.79757,7.5031257,12.974601
2025-11-15,293294,294809,Saturday,1763170476,3.0,1763206687,36162.836,0.0,0.0,0.0,0.0,28.49,53.51,39.91625,31.964933,46.153793,19.838228,8.004898,10.5139
2025-11-14,442757,444078,Friday,1763084009,3.0,1763120334,36276.383,0.0,0.0,0.0,0.0,28.13,52.07,40.2725,32.835575,43.93141,20.683931,6.0533485,9.619101
2025-11-13,500067,501388,Thursday,1762997542,0.0,1763033983,36391.977,0.0,0.0,0.0,0.0,26.42,50.809998,38.15375,30.589523,43.433144,19.092083,7.659071,9.8428
2025-11-12,466437,467832,Wednesday,1762911075,0.0,1762947634,36509.465,0.0,0.0,0.0,0.0,25.52,49.28,37.145,29.510363,42.050037,18.227617,5.9291053,8.0532
2025-11-11,305975,306440,Tuesday,1762824607,3.0,1762861287,36628.688,0.0,0.0,0.0,0.0,26.869999,53.87,39.57875,30.656181,44.28492,18.869349,10.485304,14.5405
2025-11-10,380787,382923,Monday,1762738140,2.0,1762774941,36749.49,0.0,0.0,0.0,0.0,27.5,49.73,38.09375,30.226444,42.362617,19.577303,7.204564,9.619101
2025-11-09,199980,201065,Sunday,1762651673,2.0,1762688596,36871.727,0.0,0.0,0.0,0.0,25.16,47.39,35.85125,28.085012,39.14663,17.20895,6.0233064,9.8428
2025-11-08,286155,287895,Saturday,1762565206,3.0,1762602253,36995.25,0.0,0.0,0.0,0.0,22.279999,46.04,34.50875,26.821762,38.110394,14.416021,5.462358,8.0532
2025-11-07,417966,419191,Friday,1762478739,3.0,1762515912,37119.918,0.0,0.0,0.0,0.0,27.5,52.88,38.21,28.918636,42.661705,18.897022,10.89605,15.659
2025-11-06,474231,475193,Thursday,1762392272,1.0,1762429571,37245.59,0.0,0.0,0.0,0.0,26.689999,54.05,39.88625,30.809038,45.225704,17.573145,9.253856,13.6456995
2025-11-05,496050,497598,Wednesday,1762305806,71.0,1762343232,37372.125,0.003937008,0.0,0.027559055,1.0,31.46,55.49,44.22875,28.977272,40.855766,19.521908,36.194664,51.6747
2025-11-04,473208,475245,Tuesday,1762219340,51.0,1762256894,37499.383,0.015748031,0.015748031,0.0,3.0,41.18,57.02,49.145,39.899487,49.773872,28.806322,20.871342,29.9758
2025-11-03,409538,411313,Monday,1762132875,3.0,1762170557,37627.24,0.0,0.0,0.0,0.0,36.95,60.44,48.38375,41.63437,53.706852,29.359468,9.766881,13.869399
2025-11-02,206018,207152,Sunday,1762046411,0.0,1762084221,37755.637,0.0,0.0,0.0,0.0,33.53,60.260002,47.7875,41.74977,54.258835,26.68937,5.3031526,8.5006
2025-11-01,270415,271103,Saturday,1761959946,0.0,1761997887,37885.703,0.0,0.0,0.0,0.0,35.78,62.6,49.22,42.89016,55.984432,29.335094,7.327669,9.8428
2025-10-31,438859,440717,Friday,1761873481,3.0,1761911556,38017.742,0.0,0.0,0.0,0.0,36.86,61.34,49.34,43.32182,54.77963,30.154219,5.4152036,11.184999
2025-10-30,467668,467164,Thursday,1761787017,0.0,1761825226,38151.613,0.0,0.0,0.0,0.0,37.58,65.03,51.11,44.036022,57.108883,31.039381,7.2115064,13.869399
2025-10-29,487140,488490,Wednesday,1761700552,3.0,1761738897,38287.164,0.0,0.0,0.0,0.0,39.47,67.1,54.21875,47.710396,59.2011,32.84521,7.5695267,13.6456995
2025-10-28,492388,493705,Tuesday,1761614088,3.0,1761652571,38424.25,0.0,0.0,0.0,0.0,40.46,66.74,53.86625,47.94706,60.767212,34.113697,9.451822,13.6456995
2025-10-27,423702,425158,Monday,1761527624,3.0,1761566246,38562.727,0.0,0.0,0.0,0.0,41.54,64.76,52.707504,46.187473,58.094585,35.010014,7.1338906,9.8428
2025-10-26,368904,362869,Sunday,1761441160,3.0,1761479922,38702.465,0.0,0.0,0.0,0.0,39.56,63.41,52.013744,46.214912,56.727528,33.058132,5.170568,9.619101
2025-10-25,321652,322941,Saturday,1761354696,3.0,1761393599,38843.324,0.0,0.0,0.0,0.0,38.21,65.21,51.965,45.57278,58.66687,31.86382,7.352383,9.8428
2025-10-24,437745,439296,Friday,1761268233,1.0,1761307278,38985.168,0.0,0.0,0.0,0.0,38.3,66.56,52.6325,46.05339,59.822563,32.043377,7.7532306,11.8561
2025-10-23,491557,492717,Thursday,1761181769,0.0,1761220958,39127.867,0.0,0.0,0.0,0.0,41.45,67.1,53.9,47.8492,60.705482,35.993706,8.624063,11.6324
2025-10-22,483316,484691,Wednesday,1761095306,3.0,1761134639,39271.293,0.0,0.0,0.0,0.0,40.190002,65.21,53.303753,47.517036,58.528072,34.480446,7.436133,9.8428
2025-10-21,491545,493670,Tuesday,1761008844,3.0,1761048320,39415.324,0.0,0.0,0.0,0.0,39.38,63.68,52.44125,46.464886,57.36691,32.710114,6.711,10.5139
2025-10-20,412115,414068,Monday,1760922381,2.0,1760962002,39559.836,0.0,0.0,0.0,0.0,38.03,63.14,51.335,45.79016,56.7182,32.143307,5.2712092,11.4087
2025-10-19,202777,204210,Sunday,1760835920,2.0,1760875686,39704.69,0.0,0.0,0.0,0.0,40.010002,63.86,51.604996,45.792824,57.38979,34.71773,6.2725816,12.3035
2025-10-18,356414,356303,Saturday,1760749458,3.0,1760789369,39849.793,0.0,0.0,0.0,0.0,40.64,65.3,52.49375,46.3577,59.677055,34.499756,7.8422723,10.7376
2025-10-17,444138,446519,Friday,1760662997,0.0,1760703053,39995.0,0.0,0.0,0.0,0.0,39.47,65.21,52.786247,46.59333,58.86045,33.93775,9.731593,13.6456995
2025-10-16,490620,492527,Thursday,1760576536,0.0,1760616738,40140.207,0.0,0.0,0.0,0.0,42.620003,70.43,56.5625,49.117706,61.80261,35.68906,11.639388,19.0145
2025-10-15,501079,502470,Wednesday,1760490076,3.0,1760530422,40285.305,0.0,0.0,0.0,0.0,48.38,78.17,62.47625,55.748108,71.011894,43.70816,12.721923,17.896
2025-10-14,499475,500980,Tuesday,1760403616,0.0,1760444107,40430.16,0.0,0.0,0.0,0.0,48.83,80.96,64.5125,56.71738,74.71168,40.404327,10.19861,13.6456995
2025-10-13,288458,289297,Monday,1760317157,3.0,1760357793,40574.746,0.0,0.0,0.0,0.0,50.18,79.07,66.36125,57.77293,70.080345,41.72184,11.460123,18.5671
2025-10-12,226259,227997,Sunday,1760230698,0.0,1760271480,40720.11,0.0,0.0,0.0,0.0,48.29,74.57,61.46,55.099842,68.15022,39.909573,10.473366,13.6456995
2025-10-11,286077,287684,Saturday,1760144239,0.0,1760185168,40866.562,0.0,0.0,0.0,0.0,45.68,72.32,59.570004,54.961845,67.63002,39.53388,7.540548,10.7376
2025-10-10,414097,416404,Friday,1760057781,3.0,1760098857,41013.992,0.0,0.0,0.0,0.0,46.67,68.36,59.026253,53.977505,64.25917,42.466362,7.9610176,14.5405
2025-10-09,488620,491802,Thursday,1759971323,3.0,1760012548,41162.29,0.0,0.0,0.0,0.0,52.43,72.14,63.0875,57.672676,67.505585,45.25849,12.528199,18.5671
2025-10-08,513465,516330,Wednesday,1759884865,3.0,1759926239,41311.36,0.0,0.0,0.0,0.0,51.17,69.619995,61.65875,56.871433,65.12992,47.687763,8.031422,11.184999
2025-10-07,483455,485321,Tuesday,1759798407,3.0,1759839932,41461.086,0.0,0.0,0.0,0.0,49.91,67.1,59.524998,55.12031,62.137268,45.528656,7.853431,14.5405
2025-10-06,423688,425563,Monday,1759711950,3.0,1759753625,41611.37,0.0,0.0,0.0,0.0,52.25,66.56,59.971252,55.40911,61.638557,48.458107,9.576085,14.3168
2025-10-05,228988,231350,Sunday,1759625493,51.0,1759667319,41762.113,0.007874016,0.007874016,0.0,2.0,54.05,66.83,60.335,57.055267,62.49226,51.38035,8.158919,15.2116
2025-10-04,300387,302775,Saturday,1759539036,3.0,1759581013,41913.21,0.0,0.0,0.0,0.0,52.07,71.51,61.392498,56.646755,67.46216,47.660244,10.144493,17.896
2025-10-03,434753,436210,Friday,1759452580,3.0,1759494708,42064.566,0.0,0.0,0.0,0.0,57.2,78.26,67.384995,61.142296,71.82135,51.868378,10.993779,16.7775
2025-10-02,471503,473595,Thursday,1759366123,3.0,1759408403,42216.08,0.0,0.0,0.0,0.0,57.559998,84.2,71.48375,63.60412,77.114204,49.88218,16.561733,25.278101
2025-10-01,510747,513044,Wednesday,1759279667,3.0,1759322099,42367.652,0.0,0.0,0.0,0.0,60.530003,81.32,70.01,62.90968,76.67965,50.174847,17.615576,25.0544
2025-09-30,533486,534418,Tuesday,1759193211,1.0,1759235795,42519.188,0.0,0.0,0.0,0.0,52.52,79.43,67.208755,62.78719,75.20395,46.488144,7.0474377,10.290199
2025-09-29,466131,468151,Monday,1759106756,1.0,1759149490,42670.586,0.0,0.0,0.0,0.0,54.05,77.81,66.00125,61.336067,72.594666,50.22568,7.963374,11.6324
2025-09-28,238783,240667,Sunday,1759020300,1.0,1759063186,42821.75,0.0,0.0,0.0,0.0,52.52,78.08,65.18375,60.24087,72.253845,47.624798,11.248573,16.330101
2025-09-27,281709,283552,Saturday,1758933845,0.0,1758976881,42972.59,0.0,0.0,0.0,0.0,51.71,77.54,65.83625,60.39245,71.59024,47.45414,12.737158,18.119701
2025-09-26,486702,488429,Friday,1758847390,2.0,1758890577,43123.0,0.0,0.0,0.0,0.0,53.6,74.03,64.0775,58.11515,67.63737,49.787758,11.767661,17.0012
2025-09-25,523177,522965,Thursday,1758760935,3.0,1758804271,43272.887,0.0,0.0,0.0,0.0,55.49,72.05,65.225,57.021355,63.287987,50.324196,14.4978485,20.580399
2025-09-24,526339,527520,Wednesday,1758674481,3.0,1758717966,43422.152,0.0,0.0,0.0,0.0,55.67,81.32,69.53375,61.238544,75.82702,47.84569,13.647533,20.133
2025-09-23,516722,518109,Tuesday,1758588026,51.0,1758631660,43570.76,0.003937008,0.003937008,0.0,1.0,63.41,81.32,73.0625,64.355835,76.00355,52.595123,22.013716,30.8706
2025-09-22,457902,458534,Monday,1758501572,1.0,1758545354,43719.67,0.0,0.0,0.0,0.0,59.0,83.3,71.723755,66.42551,77.322365,54.028564,10.789323,16.1064
2025-09-21,201244,202516,Sunday,1758415117,1.0,1758459050,43869.164,0.0,0.0,0.0,0.0,58.82,83.84,71.1875,66.960266,78.600296,55.124897,10.01729,13.6456995
2025-09-20,284707,286704,Saturday,1758328663,0.0,1758372746,44019.152,0.0,0.0,0.0,0.0,58.280003,80.96,70.56875,66.41182,75.94487,56.36594,7.975932,12.750899
2025-09-19,464218,465858,Friday,1758242209,3.0,1758286443,44169.547,0.0,0.0,0.0,0.0,61.07,78.89,71.06375,66.39497,74.70343,56.99855,11.923966,19.238201
2025-09-18,529719,530912,Thursday,1758155756,3.0,1758200140,44320.254,0.0,0.0,0.0,0.0,57.92,77.81,68.82124,63.873596,71.495255,55.187073,15.046631,24.383299
2025-09-17,530317,531560,Wednesday,1758069302,51.0,1758113837,44471.195,0.007874016,0.007874016,0.0,2.0,56.21,80.24,69.049995,62.159412,72.204,51.26367,13.468523,20.580399
2025-09-16,542735,540983,Tuesday,1757982848,2.0,1758027534,44622.277,0.0,0.0,0.0,0.0,57.83,79.97,69.55625,62.570545,72.1479,52.699146,12.344612,20.8041
2025-09-15,470407,471669,Monday,1757896395,3.0,1757941232,44773.402,0.0,0.0,0.0,0.0,68.45,87.62,76.64376,68.882225,80.850555,61.214592,15.395126,21.9226
2025-09-14,225864,226879,Sunday,1757809941,0.0,1757854929,44924.492,0.0,0.0,0.0,0.0,64.85,95.0,79.955,72.82441,87.3451,57.604626,18.462029,28.6336
2025-09-13,304432,306689,Saturday,1757723488,0.0,1757768627,45075.457,0.0,0.0,0.0,0.0,69.17,90.770004,79.403755,73.00345,85.77944,60.108055,18.173819,26.3966
2025-09-12,464309,466630,Friday,1757637034,0.0,1757682324,45226.2,0.0,0.0,0.0,0.0,60.8,90.14,75.597496,71.866776,84.97021,56.359577,6.579214,11.8561
2025-09-11,514471,515527,Thursday,1757550581,0.0,1757596021,45376.63,0.0,0.0,0.0,0.0,60.260002,88.97,74.78375,71.22392,83.529335,54.885975,8.18418,12.3035
2025-09-10,528992,528897,Wednesday,1757464128,0.0,1757509717,45526.652,0.0,0.0,0.0,0.0,61.88,89.51,76.02125,71.22268,83.92003,55.899044,9.904253,13.1983
2025-09-09,527257,528523,Tuesday,1757377674,0.0,1757423413,45676.184,0.0,0.0,0.0,0.0,64.130005,93.020004,79.066246,73.55695,87.25369,58.770283,13.118914,22.5937
2025-09-08,462242,463888,Monday,1757291221,1.0,1757337109,45825.117,0.0,0.0,0.0,0.0,67.73,91.49,78.93125,73.376465,85.12685,59.48809,14.983309,22.1463
2025-09-07,209853,210798,Sunday,1757204767,1.0,1757250803,45973.363,0.0,0.0,0.0,0.0,63.86,88.78999,77.146255,72.86866,83.490875,60.251545,6.545853,13.422
2025-09-06,311203,312008,Saturday,1757118314,3.0,1757164497,46120.83,0.0,0.0,0.0,0.0,63.95,86.72,76.2575,72.809074,82.200584,62.09851,5.778435,8.5006
2025-09-05,447330,449529,Friday,1757031861,3.0,1757078190,46267.406,0.0,0.0,0.0,0.0,62.510002,84.2,72.74,70.04634,80.36944,60.324715,5.7087345,13.422
2025-09-04,508100,508801,Thursday,1756945407,0.0,1756991881,46413.004,0.0,0.0,0.0,0.0,61.25,86.09,73.16,66.67226,77.800674,56.03507,13.786618,21.2515
2025-09-03,518649,519633,Wednesday,1756858954,2.0,1756905572,46557.57,0.0,0.0,0.0,0.0,63.86,90.59,78.2225,72.20505,85.01512,58.761982,9.76432,14.093101
2025-09-02,493512,494714,Tuesday,1756772500,3.0,1756819263,46702.035,0.0,0.0,0.0,0.0,62.96,87.439995,75.8375,71.384476,82.601,57.875305,8.3138485,15.4353
2025-09-01,200687,201649,Monday,1756686046,0.0,1756732954,46846.668,0.0,0.0,0.0,0.0,64.94,91.310005,78.181244,70.66759,84.183014,58.27052,12.860319,20.580399
2025-08-31,237666,238046,Sunday,1756599593,3.0,1756646645,46991.37,0.0,0.0,0.0,0.0,68.27,98.78,84.5675,73.481804,88.14018,59.98647,21.80874,31.7654
2025-08-30,279061,280242,Saturday,1756513139,2.0,1756560336,47136.055,0.0,0.0,0.0,0.0,72.05,97.07,84.17,76.90959,91.38566,62.109276,16.061676,24.607
2025-08-29,425417,426450,Friday,1756426685,0.0,1756474026,47280.625,0.0,0.0,0.0,0.0,67.369995,95.36,81.2675,77.00777,89.91066,62.594234,8.067169,12.5272
2025-08-28,478937,479514,Thursday,1756340231,0.0,1756387717,47424.99,0.0,0.0,0.0,0.0,65.66,93.38,80.6075,76.710815,88.58507,61.426136,6.8530374,12.5272
2025-08-27,491836,492930,Wednesday,1756253777,0.0,1756301406,47569.047,0.0,0.0,0.0,0.0,65.93,91.67,79.93625,76.33904,87.49121,62.30529,6.8676267,12.750899
2025-08-26,488421,489281,Tuesday,1756167322,0.0,1756215096,47712.703,0.0,0.0,0.0,0.0,66.2,89.6,78.70999,75.75151,86.366684,63.396996,7.8494477,10.9613
2025-08-25,428836,430372,Monday,1756080868,0.0,1756128784,47855.86,0.0,0.0,0.0,0.0,64.31,84.74,75.661255,73.87428,83.942696,62.731056,9.093618,12.974601
2025-08-24,195511,196400,Sunday,1755994414,3.0,1756042472,47998.41,0.0,0.0,0.0,0.0,63.05,79.7,71.98625,71.16577,78.99682,64.14324,11.07541,16.1064
2025-08-23,278148,279057,Saturday,1755907960,51.0,1755956159,48140.254,0.03937008,0.03937008,0.0,5.0,67.19,88.7,78.034996,74.279045,84.4493,65.75402,15.762915,22.8174
2025-08-22,412026,412680,Friday,1755821505,3.0,1755869846,48281.28,0.0,0.0,0.0,0.0,69.8,89.060005,78.488754,74.11171,84.33602,64.67352,13.929255,21.6989
2025-08-21,471873,471598,Thursday,1755735051,3.0,1755783531,48421.39,0.0,0.0,0.0,0.0,68.81,89.689995,79.87625,77.16708,87.52481,64.292465,13.129874,18.790798
2025-08-20,480550,480200,Wednesday,1755648597,3.0,1755697215,48560.47,0.0,0.0,0.0,0.0,68.27,89.42,79.47875,77.13103,86.8005,64.9656,9.754064,14.3168
2025-08-19,484547,484038,Tuesday,1755562142,3.0,1755610899,48698.406,0.0,0.0,0.0,0.0,67.55,89.060005,78.90875,74.318954,84.756454,65.911354,12.921459,18.3434
2025-08-18,410061,409891,Monday,1755475688,3.0,1755524581,48835.086,0.0,0.0,0.0,0.0,66.380005,84.83,76.74126,73.16786,84.08436,61.073845,14.561564,24.8307
2025-08-17,201846,202489,Sunday,1755389234,3.0,1755438261,48970.395,0.0,0.0,0.0,0.0,72.41,92.66,81.99501,79.83254,90.590836,69.74902,14.983309,23.0411
2025-08-16,270157,270860,Saturday,1755302780,3.0,1755351940,49104.21,0.0,0.0,0.0,0.0,68.36,89.6,78.7175,77.44912,86.55114,69.68326,11.990404,18.790798
2025-08-15,422436,422332,Friday,1755216326,51.0,1755265618,49236.414,0.003937008,0.003937008,0.0,1.0,73.130005,91.85,83.408745,79.838615,89.10252,70.1408,14.068666,21.6989
2025-08-14,460043,459359,Thursday,1755129872,3.0,1755179294,49366.94,0.0,0.0,0.0,0.0,79.43,99.86,90.14,86.40662,94.807205,72.903885,12.745502,19.461899
2025-08-13,451205,449439,Wednesday,1755043418,1.0,1755092969,49496.695,0.0,0.0,0.0,0.0,74.03,99.41,87.575,83.40635,92.970505,71.79248,14.988317,23.2648
2025-08-12,456897,456078,Tuesday,1754956963,3.0,1755006644,49625.938,0.0,0.0,0.0,0.0,77.27,101.66,90.24126,85.66076,95.62854,73.96736,13.675006,21.9226
2025-08-11,403412,403127,Monday,1754870509,3.0,1754920318,49754.55,0.0,0.0,0.0,0.0,77.45,100.85,89.77249,87.01543,98.01702,74.54916,12.738139,21.0278
2025-08-10,204629,204623,Sunday,1754784054,3.0,1754833990,49882.445,0.0,0.0,0.0,0.0,75.83,98.24,87.86375,86.06346,96.473854,74.30994,10.263418,16.330101
2025-08-09,275475,275773,Saturday,1754697600,0.0,1754747662,50009.504,0.0,0.0,0.0,0.0,70.25,93.560005,82.11875,82.60893,93.561935,71.979324,10.918989,15.4353
2025-08-08,421464,420871,Friday,1754611146,3.0,1754661334,50135.63,0.0,0.0,0.0,0.0,70.79,92.21001,82.283745,80.92116,89.65555,71.90507,10.867885,16.5538
2025-08-07,479760,478314,Thursday,1754524691,2.0,1754575003,50260.69,0.0,0.0,0.0,0.0,70.52,88.88,79.44875,78.46007,86.73287,69.80591,10.062149,17.0012
2025-08-06,486556,485760,Wednesday,1754438237,2.0,1754488672,50384.594,0.0,0.0,0.0,0.0,63.14,83.21001,73.59125,74.20554,84.261154,63.950615,9.50725,12.974601
2025-08-05,492557,491561,Tuesday,1754351782,3.0,1754402340,50507.21,0.0,0.0,0.0,0.0,63.05,82.4,72.60125,72.31674,82.26332,62.79371,11.6549635,20.580399
2025-08-04,418785,417925,Monday,1754265328,53.0,1754316006,50628.434,0.08267717,0.08267717,0.0,9.0,67.73,90.32,79.31,75.70411,87.52565,65.11362,19.63119,32.2128
